,연번,시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
1372,1373,서울특별시,성북구,안암동5가,2022,1,11,14,37,화,0,0,0,40743,"건축,구조물",미상,미상,미상,미상,,,교육시설,학교,대학교,
1381,1382,서울특별시,도봉구,창동,2022,1,11,15,49,화,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
1386,1387,서울특별시,동대문구,회기동,2022,1,11,16,9,화,0,0,0,15,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,기타,,,기타,야외,기타야외,
1387,1388,서울특별시,강북구,수유동,2022,1,11,16,23,화,0,0,0,38,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,단독주택,단독주택,
1390,1391,서울특별시,서초구,방배동,2022,1,11,16,31,화,0,0,0,7169,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,,,주거,기타주택,기타 주택,
1393,1394,서울특별시,강북구,우이동,2022,1,11,16,55,화,0,0,0,19,"건축,구조물",방화,방화,쓰레기류,쓰레기,,,운수자동차시설,"역사,터미널",지하철역사,
1397,1398,서울특별시,구로구,고척동,2022,1,11,17,47,화,0,0,0,51,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),
1405,1406,서울특별시,서초구,서초동,2022,1,11,18,13,화,0,0,0,11378,"건축,구조물",전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",일반업무,기타 일반업무시설,
1414,1415,서울특별시,동작구,노량진동,2022,1,11,19,25,화,0,0,0,4,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
1422,1423,서울특별시,중랑구,중화동,2022,1,11,20,51,화,0,0,0,196,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,음식점,기타 음식점,
1431,1432,서울특별시,송파구,방이동,2022,1,11,22,7,화,0,0,0,25,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,우레탄,,,생활서비스,음식점,양식,
1442,1443,서울특별시,마포구,상수동,2022,1,12,1,7,수,0,0,0,8033,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전자기기 부속품,주방기기,식기건조기,생활서비스,음식점,호프집,
1451,1452,서울특별시,강북구,미아동,2022,1,12,6,8,수,0,0,0,48,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",전기설비,배전반/분전반,주거,단독주택,단독주택,
1458,1459,서울특별시,금천구,가산동,2022,1,12,7,48,수,0,0,0,170,"건축,구조물",전기적 요인,"누전,지락","전기,전자","전기, 전자기기 케이스",,,주거,단독주택,다가구주택,
1466,1467,서울특별시,관악구,봉천동,2022,1,12,9,14,수,0,0,0,38,"건축,구조물",전기적 요인,절연열화에 의한 단락,기타,기타,,,운수자동차시설,자동차시설,기계장치의 주차시설,
1479,1480,서울특별시,강동구,성내동,2022,1,12,10,30,수,0,0,0,839,"자동차,철도차량",미상,미상,"종이,목재,건초등",종이,,,"자동차,철도차량",자동차,화물자동차,일반도로
1497,1498,서울특별시,구로구,온수동,2022,1,12,12,23,수,0,0,0,12,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,기타야외,
1505,1506,서울특별시,관악구,봉천동,2022,1,12,13,36,수,0,0,0,1652,"건축,구조물",미상,미상,미상,미상,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),
1530,1531,서울특별시,영등포구,신길동,2022,1,12,16,20,수,0,0,0,25647,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",사무기기,복사기/팩스,주거,단독주택,다중주택,
1531,1532,서울특별시,서대문구,홍은동,2022,1,12,16,30,수,0,0,0,44898,"건축,구조물",미상,미상,미상,미상,,,"판매,업무시설",일반업무,일반빌딩,
1536,1537,서울특별시,성동구,마장동,2022,1,12,16,55,수,0,0,0,310,"건축,구조물",미상,미상,미상,미상,,,주거,공동주택,주상복합아파트,
1538,1539,서울특별시,강남구,도곡동,2022,1,12,17,10,수,0,0,0,496,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,기타서비스,기타건축물,기타 건축물,
1541,1542,서울특별시,종로구,부암동,2022,1,12,17,49,수,0,0,0,0,기타(쓰레기 화재등),부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,기타,야외,쓰레기,
1552,1553,서울특별시,동대문구,신설동,2022,1,12,19,31,수,0,0,0,3072,"건축,구조물",전기적 요인,트래킹에 의한 단락,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,오피스텔,
1574,1575,서울특별시,중구,신당동,2022,1,12,23,38,수,0,0,0,113,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","이불(베개,시트)",계절용 기기,전기히터/스토브,주거,단독주택,단독주택,
1576,1577,서울특별시,서초구,신원동,2022,1,13,0,10,목,0,0,0,451,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
1578,1579,서울특별시,양천구,신정동,2022,1,13,0,58,목,0,0,0,11,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
1586,1587,서울특별시,성북구,돈암동,2022,1,13,3,27,목,0,0,0,30,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
1594,1595,서울특별시,강남구,신사동,2022,1,13,6,12,목,0,0,0,224,"건축,구조물",화학적 요인,자연발화,"침구,직물류","기타(침구,직물류)",의료장비,기타(의료장비),"의료,복지시설",의료시설,병원,
1618,1619,서울특별시,강서구,방화동,2022,1,13,11,10,목,0,0,0,157,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",,,운수자동차시설,"역사,터미널",지하철역사,
1637,1638,서울특별시,마포구,망원동,2022,1,13,13,58,목,0,0,0,495,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,공동주택,다세대주택,
1662,1663,서울특별시,중구,을지로5가,2022,1,13,15,47,목,0,0,0,375,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,계절용 기기,환풍기/송풍기/공조기,"판매,업무시설",숙박시설,호텔,
1687,1688,서울특별시,강남구,논현동,2022,1,13,19,55,목,0,0,0,57,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,일반빌딩,
1712,1713,서울특별시,동작구,상도동,2022,1,14,0,1,금,0,0,0,1039,"건축,구조물",부주의,담배꽁초,"침구,직물류",카펫,,,주거,공동주택,다세대주택,
1718,1719,서울특별시,강북구,번동,2022,1,14,3,17,금,0,0,0,14141,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,배선/배선기구,콘센트,주거,단독주택,다가구주택,
1719,1720,서울특별시,중랑구,면목동,2022,1,14,3,34,금,0,0,0,349,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,다가구주택,
1723,1724,서울특별시,서초구,서초동,2022,1,14,5,39,금,0,0,0,79,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,기타야외,
1731,1732,서울특별시,서초구,반포동,2022,1,14,8,16,금,0,0,0,665,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"차량, 선박부품",배선,"자동차,철도차량",자동차,승용자동차,일반도로
1739,1740,서울특별시,서초구,반포동,2022,1,14,9,5,금,0,0,0,184,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,,,"의료,복지시설",의료시설,병원,
1753,1754,서울특별시,마포구,대흥동,2022,1,14,11,31,금,0,0,0,209,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,주거,단독주택,다가구주택,
1772,1773,서울특별시,강서구,화곡동,2022,1,14,13,0,금,0,0,0,362,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","기타(침구,직물류)",,,주거,단독주택,다가구주택,
1773,1774,서울특별시,중랑구,면목동,2022,1,14,13,6,금,1,0,1,55,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 내부배선",전기설비,배전반/분전반,주거,공동주택,다세대주택,
1775,1776,서울특별시,서대문구,북아현동,2022,1,14,13,16,금,0,0,0,6,"건축,구조물",방화의심,방화의심,가구,"테이블, 의자",,,"판매,업무시설",일반업무,기타 일반업무시설,
1777,1778,서울특별시,마포구,망원동,2022,1,14,13,37,금,0,0,0,388,"건축,구조물",부주의,담배꽁초,합성수지,발포폴리스티렌,,,주거,단독주택,다가구주택,
1797,1798,서울특별시,강남구,수서동,2022,1,14,15,18,금,0,0,0,3304,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,배선/배선기구,전기기기용 전선/코드,생활서비스,음식점,기타 음식점,
1802,1803,서울특별시,성동구,성수동1가,2022,1,14,16,6,금,0,0,0,235,"건축,구조물",미상,미상,미상,미상,,,생활서비스,음식점,양식,
1806,1807,서울특별시,강남구,신사동,2022,1,14,16,15,금,0,0,0,112,"건축,구조물",부주의,음식물 조리중,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,
1811,1812,서울특별시,영등포구,문래동2가,2022,1,14,16,40,금,0,0,0,391,"건축,구조물",전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,전기기기용 전선/코드,생활서비스,음식점,"커피숍,다방,카페(휴게)",
1815,1816,서울특별시,광진구,자양동,2022,1,14,16,54,금,0,0,0,33279,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",배선/배선기구,스위치 멀티탭,"판매,업무시설",일반업무,일반빌딩,
1823,1824,서울특별시,송파구,문정동,2022,1,14,17,36,금,0,0,0,496,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
1825,1826,서울특별시,영등포구,대림동,2022,1,14,18,19,금,0,0,0,129,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타,기타,,,생활서비스,음식점,한식,
1827,1828,서울특별시,성북구,정릉동,2022,1,14,18,42,금,0,0,0,5940,"자동차,철도차량",미상,미상,미상,미상,"차량, 선박부품","기타(차량,선박부품)","자동차,철도차량",자동차,승용자동차,일반도로
1835,1836,서울특별시,종로구,계동,2022,1,14,19,53,금,0,0,0,410,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,생활서비스,음식점,한식,
1836,1837,서울특별시,송파구,문정동,2022,1,14,20,5,금,0,0,0,423,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",,,"판매,업무시설",일반업무,오피스텔,
1839,1840,서울특별시,노원구,중계동,2022,1,14,20,29,금,0,0,0,35,"건축,구조물",전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판","조명, 간판",LED조명,주거,공동주택,아파트,
1840,1841,서울특별시,송파구,방이동,2022,1,14,21,4,금,0,0,0,1426,"건축,구조물",전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",일반업무,오피스텔,
1841,1842,서울특별시,송파구,오금동,2022,1,14,21,15,금,0,0,0,104,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등","목재, 합판",,,기타,야외,기타야외,
1844,1845,서울특별시,노원구,공릉동,2022,1,14,21,45,금,0,0,0,172,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","기타(침구,직물류)",계절용 기기,전기장판/담요/방석류,주거,공동주택,연립주택,
1851,1852,서울특별시,은평구,대조동,2022,1,14,23,37,금,0,0,0,422,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"의료,복지시설",의료시설,의원,
1857,1858,서울특별시,동작구,사당동,2022,1,15,1,18,토,0,0,0,2296,"자동차,철도차량",부주의,기타(부주의),위험물등,제1류 위험물,,,"자동차,철도차량",자동차,화물자동차,일반도로
1861,1862,서울특별시,은평구,응암동,2022,1,15,2,47,토,0,0,0,19,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","기타(전기,전자)",,,주거,공동주택,다세대주택,
1876,1877,서울특별시,광진구,중곡동,2022,1,15,9,38,토,0,0,0,107,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,운수자동차시설,자동차시설,주차장,
1878,1879,서울특별시,중랑구,면목동,2022,1,15,10,1,토,0,0,0,105,"건축,구조물",부주의,"용접, 절단, 연마","침구,직물류",부직포,,,주거,공동주택,주상복합아파트,
1890,1891,서울특별시,노원구,상계동,2022,1,15,11,9,토,1,0,1,3037,"건축,구조물",전기적 요인,반단선,"전기,전자",전선피복,,,생활서비스,음식점,일반주점,
1907,1908,서울특별시,마포구,서교동,2022,1,15,13,32,토,0,0,0,323,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,중식,
1952,1953,서울특별시,서초구,방배동,2022,1,15,18,0,토,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
1976,1977,서울특별시,중랑구,상봉동,2022,1,15,22,40,토,2,1,1,4497,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,연립주택,
2000,2001,서울특별시,서초구,잠원동,2022,1,16,5,12,일,0,0,0,160,"건축,구조물",미상,미상,"전기,전자",전선피복,,,운수자동차시설,"역사,터미널","기타 역사,터미널",
2007,2008,서울특별시,구로구,구로동,2022,1,16,6,52,일,0,0,0,294,"건축,구조물",전기적 요인,"누전,지락","전기,전자",전선피복,,,생활서비스,일상서비스,고시원(원룸텔),
2013,2014,서울특별시,강동구,둔촌동,2022,1,16,8,5,일,0,0,0,137,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,계절용 기기,석유난로/곤로,집합시설,종교시설,교회,
2022,2023,서울특별시,구로구,신도림동,2022,1,16,11,26,일,0,0,0,267,"건축,구조물",부주의,음식물 조리중,식품,기타(식품),주방기기,가스오븐,주거,공동주택,아파트,
2023,2024,서울특별시,강서구,화곡동,2022,1,16,11,33,일,0,0,0,163,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,기타,야외,쓰레기,
2026,2027,서울특별시,도봉구,방학동,2022,1,16,11,51,일,0,0,0,1824,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,,,주거,공동주택,아파트,
